[26, 27, 29, 30] 64.0
[27, 28, 29, 30] 128.0
[27, 28, 30, 31] 64.0
[28, 29, 30, 31] 128.0
[28, 29, 31, 32] 64.0
[29, 30, 31, 32] 128.0
[29, 30, 32, 33] 64.0
[30, 31, 32, 33] 128.0
[30, 31, 33, 34] 64.0
[31, 32, 33, 34] 128.0
[31, 32, 34, 35] 64.0
[32, 33, 34, 35] 128.0
[32, 33, 35, 36] 64.0
[33, 34, 35, 36] 128.0
[33, 34, 36, 37] 64.0
[34, 35, 36, 37] 128.0
[34, 35, 37, 38] 64.0
[35, 36, 37, 38] 128.0
[35, 36, 38, 39] 64.0
[36, 37, 38, 39] 128.0
[36, 37, 39, 40] 64.0
[37, 38, 39, 40] 128.0
[37, 38, 40, 41] 64.0
[38, 39, 40, 41] 128.0
[38, 39, 41, 42] 64.0
[39, 40, 41, 42] 128.0
[39, 40, 42, 43] 64.0
[40, 41, 42, 43] 128.0
[40, 41, 43, 44] 64.0
[41, 42, 43, 44] 128.0
[41, 42, 44, 45] 64.0
[42, 43, 44, 45] 64.0
[1, 2, 3] -32.0
[1, 2, 4] -64.0
[1, 2, 5] -32.0
[1, 3, 4] -32.0
[1, 4, 5] -32.0
[2, 3, 4] -96.0
[2, 3, 5] -96.0
[2, 3, 6] -32.0
[2, 4, 5] -96.0
[2, 5, 6] -32.0
[3, 4, 5] -128.0
[3, 4, 6] -96.0
[3, 4, 7] -32.0
[3, 5, 6] -96.0
[3, 6, 7] -32.0
[4, 5, 6] -128.0
[4, 5, 7] -96.0
[4, 5, 8] -32.0
[4, 6, 7] -96.0
[4, 7, 8] -32.0
[5, 6, 7] -128.0
[5, 6, 8] -96.0
[5, 6, 9] -32.0
[5, 7, 8] -96.0
[5, 8, 9] -32.0
[6, 7, 8] -128.0
[6, 7, 9] -96.0
[6, 7, 10] -32.0
[6, 8, 9] -96.0
[6, 9, 10] -32.0
[7, 8, 9] -128.0
[7, 8, 10] -96.0
[7, 8, 11] -32.0
[7, 9, 10] -96.0
[7, 10, 11] -32.0
[8, 9, 10] -128.0
[8, 9, 11] -96.0
[8, 9, 12] -32.0
[8, 10, 11] -96.0
[8, 11, 12] -32.0
[9, 10, 11] -128.0
[9, 10, 12] -96.0
[9, 10, 13] -32.0
[9, 11, 12] -96.0
[9, 12, 13] -32.0
[10, 11, 12] -128.0
[10, 11, 13] -96.0
[10, 11, 14] -32.0
[10, 12, 13] -96.0
[10, 13, 14] -32.0
[11, 12, 13] -128.0
[11, 12, 14] -96.0
[11, 12, 15] -32.0
[11, 13, 14] -96.0
[11, 14, 15] -32.0
[12, 13, 14] -128.0
[12, 13, 15] -96.0
[12, 13, 16] -32.0
[12, 14, 15] -96.0
[12, 15, 16] -32.0
[13, 14, 15] -128.0
[13, 14, 16] -96.0
[13, 14, 17] -32.0
[13, 15, 16] -96.0
[13, 16, 17] -32.0
[14, 15, 16] -128.0
[14, 15, 17] -96.0
[14, 15, 18] -32.0
[14, 16, 17] -96.0
[14, 17, 18] -32.0
[15, 16, 17] -128.0
[15, 16, 18] -96.0
[15, 16, 19] -32.0
[15, 17, 18] -96.0
[15, 18, 19] -32.0
[16, 17, 18] -128.0
[16, 17, 19] -96.0
[16, 17, 20] -32.0
[16, 18, 19] -96.0
[16, 19, 20] -32.0
[17, 18, 19] -128.0
[17, 18, 20] -96.0
[17, 18, 21] -32.0
[17, 19, 20] -96.0
[17, 20, 21] -32.0
[18, 19, 20] -128.0
[18, 19, 21] -96.0
[18, 19, 22] -32.0
[18, 20, 21] -96.0
[18, 21, 22] -32.0
[19, 20, 21] -128.0
[19, 20, 22] -96.0
[19, 20, 23] -32.0
[19, 21, 22] -96.0
[19, 22, 23] -32.0
[20, 21, 22] -128.0
[20, 21, 23] -96.0
[20, 21, 24] -32.0
[20, 22, 23] -96.0
[20, 23, 24] -32.0
[21, 22, 23] -128.0
[21, 22, 24] -96.0
[21, 22, 25] -32.0
[21, 23, 24] -96.0
[21, 24, 25] -32.0
[22, 23, 24] -128.0
[22, 23, 25] -96.0
[22, 23, 26] -32.0
[22, 24, 25] -96.0
[22, 25, 26] -32.0
[23, 24, 25] -128.0
[23, 24, 26] -96.0
[23, 24, 27] -32.0
[23, 25, 26] -96.0
[23, 26, 27] -32.0
[24, 25, 26] -128.0
[24, 25, 27] -96.0
[24, 25, 28] -32.0
[24, 26, 27] -96.0
[24, 27, 28] -32.0
[25, 26, 27] -128.0
[25, 26, 28] -96.0
[25, 26, 29] -32.0
[25, 27, 28] -96.0
[25, 28, 29] -32.0
[26, 27, 28] -128.0
[26, 27, 29] -96.0
[26, 27, 30] -32.0
[26, 28, 29] -96.0
[26, 29, 30] -32.0
[27, 28, 29] -128.0
[27, 28, 30] -96.0
[27, 28, 31] -32.0
[27, 29, 30] -96.0
[27, 30, 31] -32.0
[28, 29, 30] -128.0
[28, 29, 31] -96.0
[28, 29, 32] -32.0
[28, 30, 31] -96.0
[28, 31, 32] -32.0
[29, 30, 31] -128.0
[29, 30, 32] -96.0
[29, 30, 33] -32.0
[29, 31, 32] -96.0
[29, 32, 33] -32.0
[30, 31, 32] -128.0
[30, 31, 33] -96.0
[30, 31, 34] -32.0
[30, 32, 33] -96.0
[30, 33, 34] -32.0
[31, 32, 33] -128.0
[31, 32, 34] -96.0
[31, 32, 35] -32.0
[31, 33, 34] -96.0
[31, 34, 35] -32.0
[32, 33, 34] -128.0
[32, 33, 35] -96.0
[32, 33, 36] -32.0
[32, 34, 35] -96.0
[32, 35, 36] -32.0
[33, 34, 35] -128.0
[33, 34, 36] -96.0
[33, 34, 37] -32.0
[33, 35, 36] -96.0
[33, 36, 37] -32.0
[34, 35, 36] -128.0
[34, 35, 37] -96.0
[34, 35, 38] -32.0
[34, 36, 37] -96.0
[34, 37, 38] -32.0
[35, 36, 37] -128.0
[35, 36, 38] -96.0
[35, 36, 39] -32.0
[35, 37, 38] -96.0
[35, 38, 39] -32.0
[36, 37, 38] -128.0
[36, 37, 39] -96.0
[36, 37, 40] -32.0
[36, 38, 39] -96.0
[36, 39, 40] -32.0
[37, 38, 39] -128.0
[37, 38, 40] -96.0
[37, 38, 41] -32.0
[37, 39, 40] -96.0
[37, 40, 41] -32.0
[38, 39, 40] -128.0
[38, 39, 41] -96.0
[38, 39, 42] -32.0
[38, 40, 41] -96.0
[38, 41, 42] -32.0
[39, 40, 41] -128.0
[39, 40, 42] -96.0
[39, 40, 43] -32.0
[39, 41, 42] -96.0
[39, 42, 43] -32.0
[40, 41, 42] -128.0
[40, 41, 43] -96.0
[40, 41, 44] -32.0
[40, 42, 43] -96.0
[40, 43, 44] -32.0
[41, 42, 43] -128.0
[41, 42, 44] -96.0
[41, 42, 45] -32.0
[41, 43, 44] -96.0
[41, 44, 45] -32.0
[42, 43, 44] -96.0
[42, 43, 45] -32.0
[42, 44, 45] -64.0
[43, 44, 45] -32.0
[1, 2] 32.0
[1, 3] 24.0
[1, 4] 32.0
[1, 5] 24.0
[2, 3] 64.0
[2, 4] 80.0
[2, 5] 64.0
[2, 6] 24.0
[3, 4] 96.0
[3, 5] 104.0
[3, 6] 64.0
[3, 7] 24.0
[4, 5] 128.0
[4, 6] 104.0
[4, 7] 64.0
[4, 8] 24.0
[5, 6] 128.0
[5, 7] 104.0
[5, 8] 64.0
[5, 9] 24.0
[6, 7] 128.0
[6, 8] 104.0
[6, 9] 64.0
[6, 10] 24.0
[7, 8] 128.0
[7, 9] 104.0
[7, 10] 64.0
[7, 11] 24.0
[8, 9] 128.0
[8, 10] 104.0
[8, 11] 64.0
[8, 12] 24.0
[9, 10] 128.0
[9, 11] 104.0
[9, 12] 64.0
[9, 13] 24.0
[10, 11] 128.0
[10, 12] 104.0
[10, 13] 64.0
[10, 14] 24.0
[11, 12] 128.0
[11, 13] 104.0
[11, 14] 64.0
[11, 15] 24.0
[12, 13] 128.0
[12, 14] 104.0
[12, 15] 64.0
[12, 16] 24.0
[13, 14] 128.0
[13, 15] 104.0
[13, 16] 64.0
[13, 17] 24.0
[14, 15] 128.0
[14, 16] 104.0
[14, 17] 64.0
[14, 18] 24.0
[15, 16] 128.0
[15, 17] 104.0
[15, 18] 64.0
[15, 19] 24.0
[16, 17] 128.0
[16, 18] 104.0
[16, 19] 64.0
[16, 20] 24.0
[17, 18] 128.0
[17, 19] 104.0
[17, 20] 64.0
[17, 21] 24.0
[18, 19] 128.0
[18, 20] 104.0
[18, 21] 64.0
[18, 22] 24.0
[19, 20] 128.0
[19, 21] 104.0
[19, 22] 64.0
[19, 23] 24.0
[20, 21] 128.0
[20, 22] 104.0
[20, 23] 64.0
[20, 24] 24.0
[21, 22] 128.0
[21, 23] 104.0
[21, 24] 64.0
[21, 25] 24.0
[22, 23] 128.0
[22, 24] 104.0
[22, 25] 64.0
[22, 26] 24.0
[23, 24] 128.0
[23, 25] 104.0
[23, 26] 64.0
[23, 27] 24.0
[24, 25] 128.0
[24, 26] 104.0
[24, 27] 64.0
[24, 28] 24.0
[25, 26] 128.0
[25, 27] 104.0
[25, 28] 64.0
[25, 29] 24.0
[26, 27] 128.0
[26, 28] 104.0
[26, 29] 64.0
[26, 30] 24.0
[27, 28] 128.0
[27, 29] 104.0
[27, 30] 64.0
[27, 31] 24.0
[28, 29] 128.0
[28, 30] 104.0
[28, 31] 64.0
[28, 32] 24.0
[29, 30] 128.0
[29, 31] 104.0
[29, 32] 64.0
[29, 33] 24.0
[30, 31] 128.0
[30, 32] 104.0
[30, 33] 64.0
[30, 34] 24.0
[31, 32] 128.0
[31, 33] 104.0
[31, 34] 64.0
[31, 35] 24.0
[32, 33] 128.0
[32, 34] 104.0
[32, 35] 64.0
[32, 36] 24.0
[33, 34] 128.0
[33, 35] 104.0
[33, 36] 64.0
[33, 37] 24.0
[34, 35] 128.0
[34, 36] 104.0
[34, 37] 64.0
[34, 38] 24.0
[35, 36] 128.0
[35, 37] 104.0
[35, 38] 64.0
[35, 39] 24.0
[36, 37] 128.0
[36, 38] 104.0
[36, 39] 64.0
[36, 40] 24.0
[37, 38] 128.0
[37, 39] 104.0
[37, 40] 64.0
[37, 41] 24.0
[38, 39] 128.0
[38, 40] 104.0
[38, 41] 64.0
[38, 42] 24.0
[39, 40] 128.0
[39, 41] 104.0
[39, 42] 64.0
[39, 43] 24.0
[40, 41] 128.0
[40, 42] 104.0
[40, 43] 64.0
[40, 44] 24.0
[41, 42] 128.0
[41, 43] 104.0
[41, 44] 64.0
[41, 45] 24.0
[42, 43] 96.0
[42, 44] 80.0
[42, 45] 32.0
[43, 44] 64.0
[43, 45] 24.0
[44, 45] 32.0
[1] -24.0
[2] -52.0
[3] -76.0
[4] -104.0
[5] -128.0
[6] -128.0
[7] -128.0
[8] -128.0
[9] -128.0
[10] -128.0
[11] -128.0
[12] -128.0
[13] -128.0
[14] -128.0
[15] -128.0
[16] -128.0
[17] -128.0
[18] -128.0
[19] -128.0
[20] -128.0
[21] -128.0
[22] -128.0
[23] -128.0
[24] -128.0
[25] -128.0
[26] -128.0
[27] -128.0
[28] -128.0
[29] -128.0
[30] -128.0
[31] -128.0
[32] -128.0
[33] -128.0
[34] -128.0
[35] -128.0
[36] -128.0
[37] -128.0
[38] -128.0
[39] -128.0
[40] -128.0
[41] -128.0
[42] -104.0
[43] -76.0
[44] -52.0
[45] -24.0
